Customer,State,Coverage,Education,Gender,Income,Location_Code,Marital_Status,Sales_Channel,Vehicle_Class,Vehicle_Size,flag
BE69929,Arizona,Basic,College,F,27872,Urban,Married,Branch,Two-Door Car,Medsize,2
BC90645,California,Basic,Master,F,55479,Rural,Single,Branch,Four-Door Car,Medsize,2
MD45928,Arizona,Premium,High School or Below,F,59207,Suburban,Single,Agent,Four-Door Car,Medsize,2
ZL53118,Arizona,Basic,High School or Below,M,0,Suburban,Single,Branch,Four-Door Car,Medsize,2
CV13878,California,Basic,High School or Below,F,75474,Suburban,Married,Call Center,Two-Door Car,Medsize,2
LX95134,California,Extended,College,F,84814,Suburban,Married,Call Center,Four-Door Car,Medsize,1
QS65968,California,Basic,Master,M,98796,Suburban,Married,Agent,SUV,Medsize,2
IM15403,California,Extended,College,M,44980,Urban,Divorced,Agent,Two-Door Car,Medsize,1
FS31523,California,Extended,High School or Below,F,0,Suburban,Married,Call Center,SUV,Small,2
BU71528,California,Premium,College,M,17301,Suburban,Married,Call Center,Four-Door Car,Small,2
OH83983,California,Extended,Doctor,M,31278,Suburban,Married,Branch,Two-Door Car,Medsize,2
CV70978,California,Basic,Bachelor,M,97592,Suburban,Divorced,Agent,Four-Door Car,Medsize,2
LX30483,California,Basic,College,F,0,Suburban,Single,Agent,SUV,Medsize,2
IX18485,California,Extended,High School or Below,F,27443,Suburban,Divorced,Agent,Four-Door Car,Medsize,2
FH43628,California,Extended,College,F,13663,Suburban,Single,Branch,Four-Door Car,Small,2
XM45289,Oregon,Basic,High School or Below,F,23218,Suburban,Single,Agent,Two-Door Car,Medsize,2
CD86811,Arizona,Basic,Bachelor,M,17622,Suburban,Divorced,Agent,Four-Door Car,Medsize,2
TQ13499,Arizona,Premium,College,M,69833,Suburban,Married,Agent,Four-Door Car,Small,2
TS11219,California,Basic,College,M,0,Suburban,Single,Agent,SUV,Medsize,2
KY33386,Washington,Basic,High School or Below,F,0,Suburban,Divorced,Web,Sports Car,Medsize,2
CO44221,California,Basic,College,M,98473,Suburban,Married,Branch,Four-Door Car,Medsize,2
UA84837,Arizona,Premium,College,M,24065,Suburban,Divorced,Branch,Four-Door Car,Medsize,1
VQ38776,Oregon,Extended,College,F,0,Suburban,Single,Agent,Four-Door Car,Large,2
QG45324,Oregon,Basic,High School or Below,F,0,Suburban,Married,Agent,Four-Door Car,Medsize,2
YH61661,California,Basic,High School or Below,M,33321,Suburban,Married,Branch,SUV,Medsize,3
TN79487,California,Basic,Bachelor,M,17622,Suburban,Divorced,Agent,Four-Door Car,Medsize,2
EU68825,Oregon,Basic,Master,F,63834,Rural,Married,Agent,Sports Car,Small,2
LN26837,California,Basic,High School or Below,M,72421,Suburban,Married,Call Center,Four-Door Car,Small,2
SS59521,Oregon,Basic,College,F,0,Suburban,Married,Agent,Two-Door Car,Medsize,2
CP98451,Oregon,Basic,College,F,91025,Urban,Married,Agent,SUV,Medsize,2
NX52648,California,Extended,High School or Below,F,33043,Suburban,Married,Branch,Two-Door Car,Medsize,2
GI82355,Arizona,Basic,Bachelor,M,0,Suburban,Married,Web,Four-Door Car,Medsize,1
VO26340,Nevada,Extended,College,M,0,Suburban,Single,Agent,Two-Door Car,Medsize,2
BB11622,Nevada,Extended,Master,M,47761,Rural,Married,Agent,SUV,Small,2
EA27048,California,Basic,High School or Below,F,64125,Urban,Married,Branch,SUV,Large,2
OQ90898,California,Basic,Master,M,90279,Urban,Divorced,Call Center,SUV,Medsize,2
BB82067,Oregon,Extended,Doctor,M,67632,Rural,Married,Branch,Sports Car,Medsize,2
IX55883,California,Extended,College,F,50809,Urban,Single,Branch,Four-Door Car,Medsize,2
OB49075,Arizona,Basic,Bachelor,M,17622,Suburban,Divorced,Agent,Four-Door Car,Medsize,2
EM27919,California,Basic,Bachelor,M,17622,Suburban,Divorced,Agent,Four-Door Car,Medsize,2
HW62747,Oregon,Basic,College,M,0,Suburban,Married,Branch,Four-Door Car,Small,1
TJ11671,Oregon,Premium,Bachelor,F,0,Suburban,Married,Branch,Four-Door Car,Small,2
YN10988,California,Extended,High School or Below,M,0,Suburban,Married,Web,Four-Door Car,Medsize,2
WE60408,Arizona,Basic,College,F,91761,Suburban,Married,Branch,SUV,Medsize,2
IG68709,Oregon,Extended,High School or Below,F,41711,Urban,Single,Agent,Four-Door Car,Medsize,2
JE13986,Arizona,Extended,College,F,62587,Suburban,Married,Branch,Four-Door Car,Medsize,2
MP76478,Washington,Basic,High School or Below,F,64125,Urban,Married,Branch,SUV,Large,1
YA80645,Oregon,Basic,High School or Below,F,33738,Urban,Divorced,Agent,Four-Door Car,Medsize,1
EC44438,Nevada,Basic,Bachelor,F,19352,Suburban,Married,Branch,Four-Door Car,Small,2
PR41853,Arizona,Basic,Bachelor,F,0,Rural,Married,Agent,Sports Car,Medsize,1
IL83479,Oregon,Extended,College,F,42983,Suburban,Married,Call Center,Four-Door Car,Medsize,2
PU95227,Washington,Extended,Bachelor,M,22853,Urban,Married,Agent,Four-Door Car,Medsize,2
IL43607,California,Basic,High School or Below,F,64519,Suburban,Married,Branch,Four-Door Car,Medsize,1
XM11175,Arizona,Extended,College,M,0,Suburban,Single,Web,Four-Door Car,Small,2
QU20310,Arizona,Extended,High School or Below,F,97030,Suburban,Married,Call Center,Four-Door Car,Small,1
RC11491,Oregon,Extended,College,F,28948,Rural,Married,Call Center,SUV,Medsize,1
WL45773,California,Basic,Doctor,F,83497,Urban,Married,Call Center,Four-Door Car,Medsize,3
SK79760,Washington,Extended,Bachelor,M,15340,Suburban,Divorced,Branch,SUV,Medsize,1
YB70005,Oregon,Extended,College,M,36225,Rural,Married,Branch,SUV,Large,3
PW51793,Oregon,Extended,Bachelor,M,52920,Suburban,Divorced,Branch,Four-Door Car,Small,2
HM41195,Arizona,Extended,High School or Below,M,22906,Suburban,Married,Branch,Four-Door Car,Large,2
BH43379,Oregon,Extended,Bachelor,F,29698,Urban,Divorced,Branch,Four-Door Car,Large,2
HH55884,Arizona,Extended,College,M,10275,Suburban,Single,Agent,Four-Door Car,Medsize,2
UF44021,California,Basic,Bachelor,M,0,Suburban,Single,Agent,Two-Door Car,Medsize,2
AY18433,Washington,Extended,High School or Below,F,45473,Rural,Married,Branch,Two-Door Car,Medsize,3
NG94479,Arizona,Basic,High School or Below,F,69844,Urban,Married,Branch,Four-Door Car,Medsize,1
RT64920,Oregon,Basic,Master,M,55836,Urban,Married,Web,Four-Door Car,Medsize,2
QX67584,Nevada,Basic,High School or Below,F,64125,Urban,Married,Branch,SUV,Large,2
MW48891,Washington,Basic,High School or Below,F,0,Suburban,Divorced,Web,Sports Car,Medsize,2
GV47847,California,Basic,High School or Below,M,0,Suburban,Single,Branch,Two-Door Car,Medsize,2
LE85123,Oregon,Basic,Bachelor,M,35624,Urban,Single,Call Center,Four-Door Car,Medsize,2
QF76244,Oregon,Basic,Doctor,F,83218,Urban,Married,Agent,Four-Door Car,Medsize,2
GB59748,Arizona,Extended,College,F,49419,Urban,Married,Web,Four-Door Car,Medsize,2
US82810,California,Extended,Bachelor,F,0,Suburban,Single,Agent,SUV,Medsize,1
PO80505,Nevada,Basic,College,F,14170,Suburban,Married,Agent,SUV,Medsize,2
ZZ49347,Oregon,Basic,High School or Below,M,72421,Suburban,Married,Call Center,Four-Door Car,Small,2
GU60969,Arizona,Basic,Bachelor,M,19581,Suburban,Single,Agent,Four-Door Car,Large,1
YA71207,California,Basic,High School or Below,F,30090,Urban,Married,Web,Two-Door Car,Large,1
CQ76030,Oregon,Extended,High School or Below,M,26514,Suburban,Married,Agent,Four-Door Car,Small,2
OU88023,California,Basic,High School or Below,F,0,Suburban,Single,Agent,SUV,Large,2
GR42174,Oregon,Basic,College,M,0,Suburban,Single,Call Center,Four-Door Car,Medsize,2
CA29908,Oregon,Basic,High School or Below,M,65903,Suburban,Married,Agent,Four-Door Car,Medsize,2
OC39051,California,Basic,College,M,0,Suburban,Single,Agent,Four-Door Car,Medsize,2
FI75266,Oregon,Basic,Bachelor,M,28422,Suburban,Married,Agent,Four-Door Car,Large,1
BJ26599,Oregon,Basic,Bachelor,M,20263,Suburban,Single,Agent,Four-Door Car,Small,2
TQ24692,Oregon,Basic,High School or Below,M,76214,Urban,Married,Web,Four-Door Car,Medsize,3
UI73924,Oregon,Basic,Bachelor,F,55257,Urban,Married,Agent,Two-Door Car,Medsize,2
PK66498,California,Basic,High School or Below,M,72897,Suburban,Married,Call Center,Two-Door Car,Medsize,2
LD95617,California,Basic,Bachelor,M,0,Suburban,Divorced,Agent,Four-Door Car,Large,1
PD66941,Arizona,Basic,Bachelor,M,17622,Suburban,Divorced,Agent,Four-Door Car,Medsize,2
DO18118,Oregon,Basic,High School or Below,F,0,Suburban,Single,Branch,SUV,Medsize,2
EW73451,Arizona,Basic,High School or Below,M,72421,Suburban,Married,Call Center,Four-Door Car,Small,2
QJ65091,Arizona,Basic,High School or Below,F,0,Suburban,Divorced,Web,Sports Car,Medsize,1
UH32376,Nevada,Premium,Bachelor,M,21586,Suburban,Married,Branch,Two-Door Car,Small,2
YU72630,Arizona,Basic,High School or Below,M,72421,Suburban,Married,Call Center,Four-Door Car,Small,2
HF15113,Oregon,Basic,Bachelor,F,19096,Suburban,Divorced,Web,Two-Door Car,Medsize,2
RW61528,Nevada,Premium,College,F,52423,Suburban,Single,Web,Four-Door Car,Medsize,1
ID58230,California,Basic,College,F,62271,Rural,Married,Agent,Four-Door Car,Medsize,2
JM67025,Nevada,Basic,High School or Below,M,32630,Urban,Married,Call Center,Four-Door Car,Medsize,2
DS46955,California,Basic,Master,F,41456,Urban,Married,Branch,Four-Door Car,Medsize,2
WE88728,Arizona,Premium,High School or Below,F,56531,Suburban,Married,Web,SUV,Medsize,1
ZX85480,Washington,Basic,High School or Below,F,66685,Rural,Married,Call Center,Two-Door Car,Large,2
RA14734,Arizona,Basic,High School or Below,F,64125,Urban,Married,Branch,SUV,Large,2
CD55111,California,Extended,Master,M,73359,Rural,Married,Call Center,Two-Door Car,Medsize,1
KT92231,Oregon,Basic,Bachelor,M,0,Suburban,Single,Agent,Sports Car,Medsize,2
XR75319,Arizona,Basic,College,M,45515,Urban,Married,Call Center,Two-Door Car,Large,2
FW43809,Oregon,Basic,High School or Below,F,0,Suburban,Divorced,Web,Sports Car,Medsize,2
SO55284,Nevada,Basic,High School or Below,F,64125,Urban,Married,Branch,SUV,Large,2
OY34553,Nevada,Basic,Bachelor,F,60221,Urban,Married,Agent,Four-Door Car,Medsize,2
VZ43707,Nevada,Extended,High School or Below,M,20132,Suburban,Divorced,Branch,Four-Door Car,Small,1
EW27959,California,Basic,Bachelor,F,44667,Urban,Single,Web,Four-Door Car,Medsize,2
MH14039,California,Basic,High School or Below,M,72421,Suburban,Married,Call Center,Four-Door Car,Small,2
KF80571,Arizona,Basic,High School or Below,M,0,Suburban,Single,Agent,Four-Door Car,Medsize,2
IA78643,Washington,Basic,High School or Below,F,0,Suburban,Divorced,Web,Sports Car,Medsize,2
TN61016,California,Basic,High School or Below,F,37224,Suburban,Divorced,Agent,Four-Door Car,Small,2
HQ87008,California,Basic,Bachelor,F,94962,Suburban,Married,Agent,Two-Door Car,Large,2
JV38934,Washington,Basic,Bachelor,F,0,Suburban,Single,Branch,Four-Door Car,Medsize,2
HG60406,California,Extended,College,M,0,Suburban,Single,Call Center,Four-Door Car,Medsize,2
ED44765,Oregon,Basic,High School or Below,F,25318,Suburban,Married,Call Center,Four-Door Car,Small,2
HA56889,Nevada,Basic,Bachelor,F,0,Suburban,Single,Agent,Sports Car,Small,2
UN50538,Oregon,Extended,Bachelor,F,72667,Urban,Married,Agent,Four-Door Car,Large,2
AX39008,Oregon,Basic,Bachelor,M,80409,Urban,Divorced,Call Center,Two-Door Car,Medsize,2
XT58648,Arizona,Basic,High School or Below,F,64125,Urban,Married,Branch,SUV,Large,2
LW50691,Nevada,Premium,College,F,96269,Rural,Divorced,Web,Four-Door Car,Medsize,2
KO73340,Oregon,Basic,College,M,77299,Rural,Married,Branch,Four-Door Car,Medsize,2
JR84006,Washington,Basic,High School or Below,M,74624,Suburban,Married,Branch,Four-Door Car,Medsize,2
RZ50353,California,Extended,High School or Below,M,57734,Suburban,Divorced,Web,Four-Door Car,Medsize,2
KL27226,California,Extended,Bachelor,M,58776,Suburban,Divorced,Branch,Four-Door Car,Medsize,2
QU75179,California,Extended,Bachelor,M,87454,Rural,Married,Call Center,Four-Door Car,Medsize,2
QG61936,California,Extended,Master,M,0,Suburban,Married,Call Center,SUV,Medsize,1
CJ63667,Oregon,Basic,Master,F,25663,Suburban,Married,Branch,Sports Car,Medsize,1
GM88979,Oregon,Premium,College,F,54050,Suburban,Married,Call Center,Two-Door Car,Large,2
HW94513,Nevada,Basic,High School or Below,M,67197,Urban,Divorced,Branch,Two-Door Car,Medsize,2
SG46572,California,Basic,High School or Below,F,0,Suburban,Divorced,Agent,Sports Car,Medsize,2
YB57848,Oregon,Extended,Doctor,F,75716,Rural,Single,Branch,Luxury Car,Medsize,2
NB86692,Nevada,Basic,College,F,60060,Urban,Married,Web,Four-Door Car,Medsize,2
HG93801,Arizona,Extended,High School or Below,M,82730,Urban,Married,Branch,SUV,Large,1
CR40615,Arizona,Extended,Bachelor,M,22076,Suburban,Single,Web,Four-Door Car,Medsize,2
NE52009,California,Basic,College,M,60500,Suburban,Married,Branch,Sports Car,Small,2
DU68331,Oregon,Basic,College,F,30493,Rural,Married,Branch,Two-Door Car,Medsize,2
UF36353,Oregon,Extended,College,M,71656,Rural,Married,Branch,SUV,Medsize,3
YY12812,Nevada,Basic,Bachelor,F,87123,Rural,Married,Agent,Four-Door Car,Large,1
CE17855,Oregon,Extended,Master,F,68745,Suburban,Married,Branch,Four-Door Car,Medsize,2
NW14895,Arizona,Basic,Bachelor,M,77469,Suburban,Divorced,Agent,SUV,Small,2
CK35310,Nevada,Basic,High School or Below,F,27083,Suburban,Divorced,Web,Four-Door Car,Small,2
NL75739,Arizona,Basic,High School or Below,M,10375,Suburban,Married,Branch,Two-Door Car,Medsize,2
FW35631,Oregon,Extended,Bachelor,M,37406,Suburban,Married,Call Center,SUV,Small,1
UE13511,Oregon,Basic,High School or Below,F,0,Suburban,Married,Agent,Four-Door Car,Small,1
ZK58906,California,Premium,Bachelor,M,59414,Rural,Married,Call Center,SUV,Medsize,2
SQ70457,Oregon,Basic,Bachelor,M,44719,Suburban,Single,Branch,Four-Door Car,Medsize,2
PK35830,Oregon,Basic,Bachelor,M,0,Suburban,Single,Branch,Luxury SUV,Medsize,2
LX67597,Nevada,Basic,Bachelor,M,84183,Urban,Single,Agent,Four-Door Car,Small,2
AJ69060,California,Extended,College,M,0,Rural,Married,Branch,Two-Door Car,Medsize,2
GR32910,California,Basic,College,F,55290,Rural,Married,Branch,Four-Door Car,Medsize,2
MZ89625,California,Premium,Bachelor,F,23377,Suburban,Married,Web,Four-Door Car,Medsize,2
PG20605,Arizona,Basic,College,M,0,Suburban,Single,Agent,Four-Door Car,Large,2
MQ46375,Oregon,Basic,Bachelor,M,36637,Suburban,Married,Branch,Luxury Car,Medsize,1
IK64989,Washington,Basic,Bachelor,M,17622,Suburban,Divorced,Agent,Four-Door Car,Medsize,2
ID30085,Arizona,Basic,High School or Below,F,0,Suburban,Divorced,Web,Sports Car,Medsize,2
XN25550,Oregon,Extended,College,M,55571,Suburban,Married,Agent,SUV,Medsize,2
LF94282,Nevada,Basic,Bachelor,M,63438,Rural,Married,Branch,Two-Door Car,Medsize,2
MZ84108,Arizona,Extended,Bachelor,M,44006,Urban,Single,Branch,Sports Car,Medsize,2
UI62725,Oregon,Basic,Bachelor,M,94676,Suburban,Divorced,Agent,Four-Door Car,Medsize,1
JL95389,California,Basic,Bachelor,F,62922,Suburban,Married,Agent,Luxury Car,Medsize,1
TT63451,California,Basic,High School or Below,F,44342,Suburban,Married,Branch,Four-Door Car,Medsize,2
IN28584,California,Extended,Bachelor,F,83547,Rural,Married,Call Center,SUV,Medsize,2
WK55963,California,Basic,College,M,61036,Suburban,Married,Web,Two-Door Car,Medsize,1
WT65970,California,Extended,High School or Below,F,0,Suburban,Single,Agent,Four-Door Car,Medsize,2
KU85991,California,Basic,High School or Below,M,72421,Suburban,Married,Call Center,Four-Door Car,Small,1
HJ62427,California,Extended,College,F,90804,Rural,Married,Agent,Four-Door Car,Medsize,2
VV57998,California,Basic,Bachelor,M,0,Suburban,Single,Agent,Four-Door Car,Medsize,1
SJ30138,California,Basic,High School or Below,M,0,Suburban,Divorced,Call Center,SUV,Medsize,1
AO77635,California,Basic,College,F,28987,Rural,Married,Branch,SUV,Medsize,2
WN91223,California,Extended,Master,M,82807,Urban,Divorced,Agent,Four-Door Car,Medsize,2
YP16210,California,Basic,College,F,25398,Suburban,Married,Branch,Four-Door Car,Large,2
GE62437,Arizona,Premium,College,F,86584,Suburban,Single,Call Center,Four-Door Car,Large,2
CR48975,Washington,Basic,High School or Below,M,65196,Suburban,Married,Branch,Four-Door Car,Medsize,2
DE21533,California,Basic,Bachelor,M,93870,Suburban,Divorced,Call Center,Four-Door Car,Medsize,2
IA63417,Arizona,Premium,High School or Below,F,19782,Suburban,Divorced,Web,Two-Door Car,Medsize,2
GU66096,Arizona,Basic,High School or Below,M,94731,Suburban,Married,Agent,Four-Door Car,Medsize,2
NB79936,Washington,Premium,Bachelor,M,48259,Rural,Single,Branch,Two-Door Car,Medsize,2
YR34119,Washington,Basic,College,F,30916,Rural,Married,Agent,SUV,Small,2
YM18992,California,Basic,College,F,24506,Suburban,Divorced,Agent,Two-Door Car,Medsize,2
JA34909,California,Basic,College,F,17576,Suburban,Married,Call Center,Four-Door Car,Medsize,1
LL45497,Washington,Basic,College,F,67282,Suburban,Married,Web,Two-Door Car,Medsize,2
CU26127,California,Extended,Bachelor,F,71731,Urban,Single,Branch,SUV,Medsize,1
JQ56711,Oregon,Basic,Master,F,92163,Rural,Married,Web,Two-Door Car,Medsize,2
QV59143,Washington,Premium,High School or Below,F,0,Suburban,Married,Web,Four-Door Car,Large,3
EJ19449,California,Basic,College,F,17576,Suburban,Married,Call Center,Four-Door Car,Medsize,3
GO77248,Oregon,Basic,College,F,0,Suburban,Single,Agent,Four-Door Car,Small,2
OU79745,California,Premium,College,M,0,Suburban,Divorced,Agent,Four-Door Car,Medsize,2
MB51200,Washington,Premium,College,M,0,Suburban,Single,Branch,Four-Door Car,Medsize,2
TV25678,Washington,Basic,College,M,0,Suburban,Single,Web,SUV,Medsize,2
JH62891,Oregon,Basic,College,F,66943,Rural,Married,Call Center,Four-Door Car,Medsize,3
CU36986,California,Premium,High School or Below,F,55897,Suburban,Married,Branch,Four-Door Car,Medsize,2
OT52034,California,Extended,Bachelor,M,24204,Suburban,Married,Branch,Four-Door Car,Medsize,2
WL99637,Arizona,Extended,Bachelor,M,27293,Suburban,Married,Web,Two-Door Car,Medsize,2
PP80817,California,Basic,High School or Below,F,59886,Rural,Married,Agent,Sports Car,Medsize,2
GW14109,California,Extended,High School or Below,F,48409,Urban,Single,Agent,SUV,Medsize,3
QI37869,California,Premium,College,M,12876,Urban,Married,Call Center,Four-Door Car,Large,1
YF80144,Washington,Premium,Bachelor,M,15529,Suburban,Married,Branch,Luxury SUV,Small,2
WT71621,Washington,Extended,Bachelor,F,63297,Urban,Married,Web,Four-Door Car,Medsize,2
HB99061,Arizona,Extended,High School or Below,F,97742,Rural,Married,Branch,SUV,Medsize,1
BU53191,Arizona,Basic,Bachelor,F,34133,Rural,Divorced,Call Center,SUV,Small,2
SG73822,California,Premium,Bachelor,F,99517,Rural,Divorced,Agent,Four-Door Car,Medsize,2
PG42834,Arizona,Extended,Bachelor,F,26577,Rural,Married,Agent,Four-Door Car,Medsize,2
KA32645,Nevada,Extended,College,M,0,Suburban,Single,Branch,Four-Door Car,Medsize,2
IH48064,Washington,Basic,High School or Below,M,68073,Suburban,Married,Agent,SUV,Medsize,2
ZG19911,California,Basic,Bachelor,F,35149,Rural,Married,Web,Two-Door Car,Medsize,2
NY91328,California,Extended,Bachelor,F,16972,Suburban,Divorced,Agent,SUV,Large,2
UI53874,Arizona,Basic,Doctor,F,0,Suburban,Divorced,Agent,Four-Door Car,Medsize,2
XK11432,Arizona,Basic,Bachelor,M,0,Suburban,Married,Branch,Two-Door Car,Small,2
AJ89107,Arizona,Extended,High School or Below,M,27072,Suburban,Married,Branch,Four-Door Car,Large,2
MC38650,Nevada,Extended,High School or Below,M,88701,Rural,Married,Call Center,Two-Door Car,Medsize,2
UP60200,California,Premium,Bachelor,M,87002,Rural,Married,Call Center,Two-Door Car,Medsize,2
NQ71171,California,Basic,Bachelor,M,70174,Rural,Married,Agent,Four-Door Car,Medsize,2
HB43486,Washington,Extended,College,F,86830,Urban,Single,Agent,SUV,Medsize,2
VG74039,Oregon,Basic,Bachelor,F,0,Suburban,Married,Agent,Four-Door Car,Small,2
YG11074,Arizona,Extended,Bachelor,F,46143,Rural,Divorced,Call Center,SUV,Medsize,2
